tag,sc,mark
downblouse,,
dowsing_rod,,
doyagao,,
dragging,,
dragon,,
dragon_girl,,
dragon_horns,,
dragon_tail,,
dragon_wings,,
dragonfly,,
draph,,
drawer,,
drawing,,
drawing_bow,,
drawing_tablet,,
drawr,,
drawstring,,
dreaming,,
dress,连衣裙,
dress_bow,,
dress_lift,,
dress_pull,,
dress_removed,,
dress_shirt,,
dress_tug,,
dressing,,
dressing_another,,
drill,,
drill_hair,,
drill_locks,,
drink,,
drinking,,
drinking_glass,,
drinking_straw,,
dripping,,
driving,,
drone,,
drooling,,
drop_shadow,,
dropping,,
drugs,,
drum,,
drum_(container),,
drum_set,,
drumsticks,,
drunk,,
drying,,
drying_hair,,
dual_persona,,
dual_wielding,,
duck,,
dudou,,
duel,,
duel_monster,,
duffel_bag,,
duffel_coat,,
dumbbell,,
dusk,,
dust,,
dust_cloud,,
duster,,
dutch_angle,,
dvd_cover,,
eagle,,
ear_biting,,
ear_blush,,
ear_clip,,
ear_piercing,,
ear_protection,,
ear_tag,,
earbuds,,
earmuffs,,
earphones,,
earrings,耳环,
ears,,
ears_down,,
ears_through_headwear,,
ears_visible_through_hair,,
earth,,
earth_(ornament),,
easel,,
east_asian_architecture,,
easter_egg,,
eastern_dragon,,
eating,,
egasumi,,
egg,,
egg_vibrator,,
eggplant,,
egyptian,,
egyptian_clothes,,
ehoumaki,,
eighth_note,,
ejaculation,,
elbow_gloves,,
elbow_pads,,
elbow_rest,,
electric_fan,,
electric_guitar,,
electric_socket,,
electricity,,
elephant,,
elf,,
elite_four,,
ema,,
embarrassed,,
embellished_costume,,
embers,,
emblem,,
emerald_(gemstone),,
emphasis_lines,,
employee_uniform,,
empty_eyes,,
energy,,
energy_ball,,
energy_gun,,
energy_sword,,
english_text,,
engrish_text,,
enmaided,,
enpera,,
envelope,,
epaulettes,,
epic,,
eraser,,
erect_clitoris,,
erection,,
erection_under_clothes,,
eromanga,,
error,,
erune,,
evening,,
evening_gown,,
everyone,,
evil_grin,,
evil_smile,,
excalibur,,
excalibur_morgan,,
excessive_cum,,
excessive_pubic_hair,,
exercise,,
exhibitionism,,
explosion,,
explosive,,
expression_chart,,
expressionless,,
expressions,,
expressive_clothes,,
expressive_hair,,
extra,,
extra_arms,,
extra_ears,,
extra_eyes,,
extra_mouth,,
eye_contact,,
eye_of_horus,,
eyeball,,
eyebrows,,
eyebrows_behind_hair,,
eyebrows_visible_through_hair,透过刘海的眉毛,
eyelashes,,
eyeliner,,
eyepatch,,
eyepatch_bikini,,
eyepatch_removed,,
eyes,眼睛,
eyes_visible_through_hair,,
eyeshadow,,
eyewear_on_head,,
eyewear_removed,,
face,,
face-to-face,,
face_licking,,
faceless,,
faceless_female,,
faceless_male,,
facepaint,,
facepalm,,
facial,,
facial_hair,,
facial_mark,,
facial_scar,,
facial_tattoo,,
facing_another,,
facing_away,,
facing_viewer,,
failure,,
fairy,,
fairy_wings,,
fake_animal_ears,,
fake_antlers,,
fake_cover,,
fake_facial_hair,,
fake_horns,,
fake_mustache,,
fake_screenshot,,
fake_tail,,
fake_wings,,
falchion_(fire_emblem),,
fallen_down,,
falling,,
falling_leaves,,
falling_petals,,
family,,
family_crest,,
fan,,
fang,,
fang_out,,
fangs,,
fanny_pack,,
fantasy,,
fashion,,
fat,,
fat_folds,,
fat_man,,
fat_mons,,
father_and_daughter,,
father_and_son,,
faucet,,
faulds,,
faux_figurine,,
faux_traditional_media,,
feather-trimmed_sleeves,,
feather_boa,,
feather_trim,,
feathered_wings,,
feathers,,
fedora,,
feeding,,
feet,,
feet_out_of_frame,,
feet_up,,
fellatio,,
fellatio_gesture,,
female_ejaculation,,
female_orgasm,,
female_pervert,,
female_pov,,
femdom,,
fence,,
ferret,,
ferris_wheel,,
festival,,
fetal_position,,
fff_threesome,,
ffm_threesome,,
fictional_persona,,
field,,
fiery_wings,,
fighter_jet,,
fighting,,
fighting_stance,,
figure,,
film_grain,,
fine_art_parody,,
fine_fabric_emphasis,,
finger_biting,,
finger_gun,,
finger_in_another's_mouth,,
finger_in_mouth,,
finger_licking,,
finger_on_trigger,,
finger_sucking,,
finger_to_cheek,,
finger_to_chin,,
finger_to_face,,
finger_to_mouth,,
fingering,,
fingering_through_clothes,,
fingerless_gloves,,
fingernails,,
fingers,,
fingers_together,,
fins,,
fire,火焰,
firearm,,
fireflies,,
fireplace,,
fireworks,,
firing,,
fish,,
fish_girl,,
fish_hair_ornament,,
fish_print,,
fisheye,,
fishing,,
fishing_line,,
fishing_rod,,
fishnet_legwear,,
fishnets,,
flaccid,,
flag,,
flag_background,,
flag_print,,
flail,,
flame,,
flame_print,,
flaming_eye,,
flapping,,
flashback,,
flashing,,
flashlight,,
flask,,
flat_ass,,
flat_cap,,
flat_chest,完全平胸,
flat_chest_grab,,
flat_color,,
flats,,
fleeing,,
fleur_de_lapin_uniform,,
flexible,,
flexing,,
flight_deck,,
flip-flops,,
flip_phone,,
flipped_hair,,
floating,,
floating_hair,,
floating_island,,
floating_object,,
flock,,
floor,,
floppy_ears,,
floral_background,,
floral_print,,
flower,花,
flower_(symbol),,
flower_bracelet,,
flower_earrings,,
flower_field,,
flower_knot,,
flower_necklace,,
flower_pot,,
flower_wreath,,
fluffy,,
flustered,,
flute,,
flying,,
flying_kick,,
flying_sweatdrops,,
foam,,
fog,,
folded,,
folded_hair,,
folded_leg,,
folded_ponytail,,
folding_chair,,
folding_fan,,
followers,,
food,,
food_in_mouth,,
food_on_body,,
food_on_face,,
food_on_head,,
food_print,,
food_stand,,
food_themed_clothes,,
food_themed_hair_ornament,,
foot_out_of_frame,,
footjob,,
footprints,,
forced_orgasm,,
forehead,,
forehead-to-forehead,,
forehead_jewel,,
forehead_kiss,,
forehead_mark,,
forehead_protector,,
foreshortening,,
foreskin,,
forest,,
fork,,
formal,,
fountain,,
four-leaf_clover,,
fourth_wall,,
fox,,
fox_ears,狐耳,
fox_girl,,
fox_mask,,
fox_shadow_puppet,,
fox_tail,,
frame,,
framed_breasts,,
freckles,,
freediving,,
french_braid,,
french_flag,,
french_fries,,
french_kiss,,
french_text,,
fried_egg,,
friends,,
frilled_apron,褶边围裙,
frilled_bikini,褶边比基尼,
frilled_bow,褶边蝴蝶结,
frilled_bra,褶边文胸,
frilled_capelet,褶边小披肩,
frilled_choker,褶边项圈,
frilled_collar,,
frilled_cuffs,,
frilled_dress,褶边连衣裙,
frilled_gloves,褶边手套,
frilled_hairband,褶边发带,
frilled_hat,,
frilled_kimono,褶边和服,
frilled_legwear,褶边袜子,
frilled_panties,褶边胖次,
frilled_pillow,,
frilled_ribbon,褶边缎带,
frilled_shirt,褶边衬衫,
frilled_shirt_collar,,
frilled_skirt,褶边裙子,
frilled_sleeves,褶边袖子,
frilled_swimsuit,褶边泳装,
frills,褶边,
fringe_trim,,
frog,,
frog_girl,,
frog_hair_ornament,,
frogtie,,
from_above,上方视角,
from_behind,背后视角,
from_below,下方视角,
from_outside,外面视角,
from_side,侧边视角,
front-print_panties,,
front-tie_bikini,,
front-tie_top,,
front_ponytail,,
front_zipper_swimsuit,,
frottage,,
frown,,
frozen,,
fruit,,
fruit_on_head,,
frying_pan,,
fucked_silly,,
full-face_blush,,
full-length_zipper,,
full-package_futanari,,
full_armor,,
full_body,,
full_body_tattoo,,
full_moon,满月,
full_nelson,,
fume,,
fundoshi,,
fur,,
fur-trimmed_boots,,
fur-trimmed_cape,,
fur-trimmed_capelet,,
fur-trimmed_cloak,,
fur-trimmed_coat,,
fur-trimmed_dress,,
fur-trimmed_gloves,,
fur-trimmed_headwear,,
fur-trimmed_hood,,
fur-trimmed_jacket,,
fur-trimmed_legwear,,
fur-trimmed_skirt,,
fur-trimmed_sleeves,,
fur_boots,,
fur_coat,,
fur_collar,,
fur_hat,,
fur_scarf,,
fur_trim,,
furisode,,
furrowed_eyebrows,,
furry,,
fusion,,
futa_with_female,,
futa_with_futa,,
futa_with_male,,
futanari,,
futasub,,
futon,,
fuuin_no_tsue,,
g-string,,
gae_bolg,,
gae_dearg,,
gag,,
gagged,,
gakuran,,
game_console,,
game_controller,,
gamepad,,
gameplay_mechanics,,
gangbang,,
ganguro,,
gap_(touhou),,
gaping,,
garden,,
garreg_mach_monastery_uniform,,
garrison_cap,,
garter_belt,,
garter_straps,,
garters,,
gas_mask,,
gate,,
gathers,,
gatling_gun,,
gauntlets,,
gears,,
gem,,
gem_uniform_(houseki_no_kuni),,
gen_1_pokemon,,
gen_2_pokemon,,
gen_3_pokemon,,
gen_4_pokemon,,
gen_5_pokemon,,
gen_6_pokemon,,
gen_7_pokemon,,
gen_8_pokemon,,
genderswap,,
genderswap_(ftm),,
genderswap_(mtf),,
german_clothes,,
german_flag,,
german_flag_bikini,,
german_text,,
germany,,
geta,,
ghost,,
ghost_tail,,
giant,,
giantess,,
gift,,
gift_bag,,
gift_box,,
gigantic_breasts,,
girl_on_top,,
girl_sandwich,,
giving,,
giving_up_the_ghost,,
glaive,,
glaring,,
glass,,
glasses,,
glint,,
globe,,
glomp,,
gloom_(expression),,
gloves,手套,
gloves_removed,,
glowing,,
glowing_eye,,
glowing_eyes,,
glowing_sword,,
glowing_weapon,,
glowing_wings,,
glowstick,,
goatee,,
goblin,,
goddess,,
goggles,,
goggles_around_neck,,
goggles_on_head,,
goggles_on_headwear,,
gohei,,
gold,,
gold_armor,,
gold_chain,,
gold_trim,,
golden_arms,,
goldfish,,
golf_club,,
good_end,,
gorget,,
gothic,,
gothic_lolita,,
gourd,,
gown,,
grabbing,,
grabbing_another's_ass,,
grabbing_another's_hair,,
grabbing_from_behind,,
grabbing_own_ass,,
grabbing_own_breast,,
gradient,渐变,
gradient_background,背景渐变,
gradient_eyes,,
gradient_hair,,
gradient_sky,,
graffiti,,
grapes,,
graphite_(medium),,
grass,,
grave,,
graveyard,,
greaves,,
green-framed_eyewear,,
green_background,绿色背景,
green_bikini,绿色比基尼,
green_bodysuit,绿色紧身衣,
green_bow,绿色蝴蝶结,
green_bra,绿色文胸,
green_cape,绿色披肩,
green_choker,绿色项圈,
green_coat,绿色外套,
green_dress,绿色连衣裙,
green_eyes,绿色眼睛,
green_flower,绿色花,
green_footwear,绿色鞋子,
green_gloves,绿色手套,
green_hair,绿色头发,
green_hairband,绿色发带,
green_hakama,,
green_headwear,绿色头饰/帽子,
green_jacket,绿色夹克,
green_kimono,绿色和服,
green_legwear,绿色袜子,
green_leotard,绿色体操服,
green_lipstick,绿色唇彩,
green_nails,绿色指甲,
green_neckwear,绿色领带/领结,
green_panties,绿色胖次,
green_pants,绿色裤子,
green_ribbon,绿色缎带,
green_sailor_collar,,
green_scarf,绿色围巾,
green_shirt,绿色衬衫,
green_shorts,绿色短裤,
green_skin,绿色皮肤,
green_skirt,绿色裙子,
green_sweater,绿色毛衣,
green_swimsuit,绿色泳装,
green_tea,,
green_theme,绿色主题,
green_vest,绿色背心,
green_wings,绿色翅膀,
grenade,,
grenade_launcher,,
grey-framed_eyewear,,
grey_background,灰色背景,
grey_bikini,灰色比基尼,
grey_bow,灰色蝴蝶结,
grey_bra,灰色文胸,
grey_cardigan,灰色开襟毛衣,
grey_coat,灰色外套,
grey_dress,灰色连衣裙,
grey_eyes,灰色眼睛,
grey_footwear,灰色鞋子,
grey_gloves,灰色手套,
grey_hair,灰色头发,
grey_headwear,灰色头饰/帽子,
grey_hoodie,灰色连帽衫,
grey_jacket,灰色夹克,
grey_legwear,灰色袜子,
grey_neckwear,灰色领带/领结,
grey_panties,灰色胖次,
grey_pants,灰色裤子,
grey_ribbon,灰色缎带,
grey_sailor_collar,,
grey_scarf,灰色围巾,
grey_shirt,灰色衬衫,
grey_shorts,灰色短裤,
grey_skin,灰色皮肤,
grey_skirt,灰色裙子,
grey_sky,灰色天空,
grey_sleeves,灰色袖子,
grey_sweater,灰色毛衣,
grey_theme,灰色主题,
grey_vest,灰色背心,
greyscale,灰度图,
grill,,
grimace,,
grimoire,,
grimoire_of_alice,,
grin,,
grinding,,
groceries,,
grocery_bag,,
groin,,
groin_tendon,,
groping,,
ground_vehicle,,
group_hug,,
group_name,,
group_picture,,
group_sex,,
guided_breast_grab,,
guided_penetration,,
guitar,,
guitar_case,,
gun,枪,
gunblade,,
guro,,
gusset,,
gyaru,,
gym_leader,,
gym_shirt,,
gym_shorts,,
gym_storeroom,,
gym_uniform,,
gymnastics,,
h&k_hk416,,
habit,,
hachimaki,,
hadanugi_dousa,,
hagoita,,
hagoromo,,
hair_beads,,
hair_behind_ear,,
hair_bell,,
hair_between_breasts,,
hair_between_eyes,眼睛之间的头发,
hair_blowing,,
hair_bobbles,,
hair_bow,蝴蝶结发饰,
hair_brush,,
hair_brushing,,
hair_bun,,
hair_censor,,
hair_cubes,,
hair_down,,
hair_feathers,,
hair_flaps,,
hair_flip,,
hair_flower,,
hair_grab,,
hair_in_mouth,,
hair_intakes,,
hair_ornament,发饰,
hair_over_breasts,秀发遮胸,
hair_over_eyes,,
hair_over_one_eye,,
hair_over_shoulder,,
hair_pull,,
hair_pulled_back,,
hair_ribbon,头发上的缎带,
hair_rings,,
hair_scrunchie,发束(头发上),
hair_slicked_back,,
hair_spread_out,,
hair_stick,,
hair_strand,,
hair_through_headwear,,
hair_tie,,
hair_tie_in_mouth,,
hair_tousle,,
hair_tubes,,
hair_tucking,,
hair_twirling,,
hair_up,,
hairband,发带,
hairclip,,
hairdressing,,
hairjob,,
hairlocs,,
hairpin,,
hairpods,,
hakama,,
hakama_skirt,,
hakurei_reimu_(cosplay),,
halberd,,
half-closed_eye,,
half-closed_eyes,,
half-skirt,,
half_gloves,,
half_updo,,
halftone,,
halftone_background,,
halloween,,
halloween_costume,,
hallway,,
halo,,
halter_dress,,
halter_top,,
halterneck,露背泳装,
hamaya,,
hamburger,,
hammer,,
hammer_and_sickle,,
hamster,,
hanasakigawa_school_uniform,,
hanbok,,
hand_behind_head,,
hand_between_breasts,,
hand_between_legs,,
hand_gesture,,
hand_in_another's_hair,,
hand_in_hair,,
hand_in_panties,,
hand_in_pocket,,
hand_kiss,,
hand_mirror,,
hand_net,,
hand_on_another's_arm,,
hand_on_another's_ass,,
hand_on_another's_back,,
hand_on_another's_cheek,,
hand_on_another's_chest,,
hand_on_another's_chin,,
hand_on_another's_face,,
hand_on_another's_head,,
hand_on_another's_hip,,
hand_on_another's_shoulder,,
hand_on_another's_stomach,,
hand_on_another's_thigh,,
hand_on_ass,,
hand_on_breast,,
hand_on_eyewear,,
hand_on_forehead,,
hand_on_head,,
hand_on_headphones,,
hand_on_headwear,,
hand_on_hilt,,
hand_on_hip,,
hand_on_lap,,
hand_on_leg,,
hand_on_own_arm,,
hand_on_own_ass,,
hand_on_own_cheek,,
hand_on_own_chest,手放在自己胸前,
hand_on_own_chin,,
hand_on_own_face,,
hand_on_own_head,,
hand_on_own_knee,,
hand_on_own_leg,,
hand_on_own_shoulder,,
hand_on_own_stomach,,
hand_on_own_thigh,,
hand_on_shoulder,,
hand_on_thigh,,
hand_over_own_mouth,,
hand_puppet,,
hand_to_head,,
hand_to_own_mouth,,
hand_under_clothes,,
hand_under_shirt,,
hand_up,,
handbag,,
handcuffs,,
handgun,,
handheld_game_console,,
handjob,,
handkerchief,,
hands,,
hands_clasped,,
hands_in_hair,,
hands_in_opposite_sleeves,,
hands_in_pockets,,
hands_on_another's_cheeks,,
hands_on_another's_face,,
hands_on_another's_head,,
hands_on_another's_shoulders,,
hands_on_ass,,
hands_on_feet,,
hands_on_headwear,,
hands_on_hilt,,
hands_on_hips,,
hands_on_lap,,
hands_on_own_cheeks,,
hands_on_own_chest,,
hands_on_own_face,,
hands_on_own_head,,
hands_on_own_knees,,
hands_on_own_stomach,,
hands_on_own_thighs,,
hands_on_shoulders,,
hands_together,,
hands_up,,
handstand,,
hanetsuki,,
hanfu,,
hanging,,
hanging_breasts,,
hanten_(clothes),,
haori,,
happi,,
happy,,
happy_birthday,,
happy_halloween,,
happy_new_year,,
happy_sex,,
happy_tears,,
happy_valentine,,
harem,,
harem_outfit,,
harem_pants,,
harness,,
harp,,
harpy,,
harvin,,
hat,,
hat_bow,,
hat_feather,,
hat_flower,,
hat_ornament,,
hat_over_one_eye,,
hat_removed,,
hat_ribbon,,
hat_tip,,
hat_with_ears,,
hatchet,,
hatching_(texture),,
hatsune_miku_(cosplay),,
hauchiwa,,
have_to_pee,,
hawaiian_shirt,,
head,,
head_back,,
head_between_breasts,,
head_bump,,
head_down,,
head_fins,,
head_grab,,
head_mounted_display,,
head_out_of_frame,,
head_rest,,
head_scarf,,
head_tilt,,
head_wings,,
head_wreath,,
headband,,
headdress,,
headgear,,
headless,,
headphones,,
headphones_around_neck,,
headpiece,,
heads-up_display,,
headset,,
headwear,头饰/帽子,
headwear_removed,,
health_bar,,
heart,,
heart-shaped_box,,
heart-shaped_eyewear,,
heart-shaped_lock,,
heart-shaped_pupils,,
heart_ahoge,,
heart_background,,
heart_censor,,
heart_choker,,
heart_cutout,,
heart_earrings,,
heart_hair_ornament,,
heart_hands,,
heart_hands_duo,,
heart_in_eye,,
heart_in_mouth,,
heart_lock_(kantai_collection),,
heart_necklace,,
heart_of_string,,
heart_pasties,,
heart_pillow,,
heart_print,,
heart_tail,,
heart_tattoo,,
heartbeat,,
heavy_breathing,,
heckler_&_koch,,
height_difference,,
helicopter,,
helm,,
helmet,,
helmet_removed,,
henshin,,
heroic_spirit_festival_outfit,,
heroic_spirit_traveling_outfit,,
hetero,,
heterochromia,,
hexagon,,
hexagram,,
hibiscus,,
hidden_eyes,,
hidden_face,,
hiding,,
high-waist_skirt,,
high_collar,,
high_contrast,,
high_heel_boots,,
high_heels,,
high_kick,,
high_ponytail,,
highleg,,
highleg_bikini,,
highleg_leotard,,
highleg_panties,,
highleg_swimsuit,,
highlights,,
hikarizaka_private_high_school_uniform,,
hikimayu,,
hill,,
hime_cut,,
hip_bones,,
hip_focus,,
hip_vent,,
hirschgeweih_antennas,,
hishaku,,
hitachi_magic_wand,,
hitodama,,
hits,,
hitting,,
holding,,
holding_animal,,
holding_arm,,
holding_arrow,,
holding_axe,,
holding_bag,,
holding_ball,,
holding_basket,,
holding_book,,
holding_bottle,,
holding_bouquet,,
holding_bow_(weapon),,
holding_bowl,,
holding_box,,
holding_breath,,
holding_broom,,
holding_camera,,
holding_can,,
holding_candy,,
holding_card,,
holding_cat,,
holding_chopsticks,,
holding_cigarette,,
holding_clothes,,
holding_condom,,
holding_cup,,
holding_dagger,,
holding_doll,,
holding_eyewear,,
holding_fan,,
holding_flag,,
holding_flower,,
holding_food,,
holding_fork,,
holding_fruit,,
holding_gift,,
holding_gun,拿着枪,
holding_hair,,
holding_hand,,
holding_hands,牵手,
holding_hat,,
holding_head,,
holding_helmet,,
holding_innertube,,
holding_instrument,,
holding_knife,,
holding_leaf,,
holding_legs,,
holding_lollipop,,
holding_mask,,
holding_microphone,,
holding_needle,,
holding_own_foot,,
holding_paintbrush,,
holding_panties,,
holding_paper,,
holding_pen,,
holding_pencil,,
holding_phone,,
holding_pillow,,
holding_pipe,,
holding_pizza,,
holding_plate,,
holding_poke_ball,,
holding_pokemon,,
holding_polearm,,
holding_sack,,
holding_scythe,,
holding_sheath,,
holding_shield,,
holding_shoes,,
holding_sign,,
holding_spear,,
holding_spoon,,
holding_staff,,
holding_strap,,
holding_stuffed_animal,,
holding_stylus,,
holding_sword,,
holding_syringe,,
holding_towel,,
holding_tray,,
holding_umbrella,拿伞,
holding_underwear,,
holding_wand,,
holding_weapon,,
holding_whip,,
hole,,
holly,,
hologram,,
holographic_interface,,
holster,,
holstered_weapon,,
homu,,
homurahara_academy_uniform,,
honey,,
honeycomb_(pattern),,
honeycomb_background,,
hood,,
hood_down,,
hood_up,,
hooded_cape,,
hooded_capelet,,
hooded_cloak,,
hooded_coat,,
hooded_jacket,,
hooded_sweater,,
hooded_track_jacket,,
hoodie,连帽衫,
hoop,,
hoop_earrings,,
hooves,,
horizon,,
horizontal_pupils,,
horizontal_stripes,,
horn_bow,,
horn_ornament,,
horn_ribbon,,
horned_headwear,,
horned_helmet,,
horns,角,
horns_through_headwear,,
horror_(theme),,
horse,,
horse_ears,,
horse_girl,,
horse_tail,,
horseback_riding,,
hose,,
hospital_bed,,
hot,,
hot_dog,,
houndstooth,,
hourglass,,
house,,
how_to,,
hug,拥抱,
hug_from_behind,从背后拥抱,
huge_ahoge,,
huge_ass,,
huge_breasts,,
huge_nipples,,
huge_penis,,
huge_weapon,,
humanization,,
humiliation,,
hungry,,
husband_and_wife,,
hydrangea,,
hypnosis,,
ice,,
ice_cream,,
ice_cream_cone,,
ice_cube,,
ice_skates,,
ice_wings,,
icing,,
id_card,,
identity_censor,,
idol,,
if_they_mated,,
imagining,,
imminent_kiss,,
imminent_rape,,
imminent_sex,,
imminent_vaginal,,
imp,,
impaled,,
implied_futanari,,
implied_sex,,
implied_yuri,,
impossible_bodysuit,,
impossible_clothes,,
impossible_dress,,
impossible_leotard,,
impossible_shirt,,
impossible_swimsuit,,
impregnation,,
improvised_gag,,
in_box,,
in_bucket,,
in_container,,
in_cup,,
in_food,,
in_the_face,,
in_tree,,
incest,,
incoming_food,,
incoming_gift,,
incoming_kiss,,
index_finger_raised,,
indian_style,,
indoors,室内,
infinity,,
inflatable_raft,,
inflatable_toy,,
inflation,,
injury,,
ink,,
ink_tank_(splatoon),,
inline_skates,,
innertube,游泳圈,
insect,,
insect_girl,,
insect_wings,,
inset,,
insignia,,
instant_loss_2koma,,
instrument,,
instrument_case,,
interface_headset,,
interlocked_fingers,,
internal_cumshot,,
interracial,,
interspecies,,
intravenous_drip,,
inverted_nipples,,
invisible_chair,,
invisible_penis,,
iphone,,
ipod,,
iron_cross,,
irrumatio,,
is_that_so,,
island,,
italian_flag,,
italian_text,,
ivy,,
jack-o'-lantern,,
jackal_ears,,
jacket,夹克,
jacket_around_waist,,
jacket_on_shoulders,,
jacket_removed,,
jaguar_ears,,
jaguar_print,,
jaguar_tail,,
japan,日本,
japanese_armor,日式装甲,
japanese_clothes,日式衣服,
japanese_flag,日本国旗,
japari_bun,,
japari_symbol,,
jar,,
jealous,,
jeans,,
jellyfish,,
jersey,,
jester_cap,,
jet,,
jet_black_king_of_knights_ver._shinjuku_1999,,
jeweled_branch_of_hourai,,
jewelry,首饰,
jiangshi,,
jingle_bell,,
jitome,,
joints,,
jojo_pose,,
juice_box,,
juliet_sleeves,,
jumping,,
jumpsuit,,
k/da_(league_of_legends),,
kabuto,,
kagami_mochi,,
kaijuu,,
kamina_shades,,
kamiyama_high_school_uniform,,
kanabou,,
kaname_madoka_(cosplay),,
kanji,,
kanshou_&_bakuya,,
kanzashi,,
kappa,,
kappougi,,
karakasa_obake,,
karaoke,,
karasu_tengu,,
kariginu,,
katana,,
keep_out,,
keizoku_military_uniform,,
keizoku_school_uniform,,
kemonomimi_mode,,
kerchief,,
kesa,,
ketchup,,
kettle,,
key,,
keyboard_(computer),,
keyboard_(instrument),,
keychain,,
keyhole,,
keystone,,
kibina_high_school_uniform,,
kibito_high_school_uniform,,
kickboard,,
kicking,,
kigurumi,,
kimono,和服,
kimono_lift,,
kimono_pull,,
kimono_skirt,,
kindergarten_uniform,,
kine,,
king_(chess),,
kirisame_marisa_(cosplay),,
kiseru,,
kiss,,
kita_high_school_uniform,,
kitauji_high_school_uniform,,
kitchen,,
kitsune,,
kiyosumi_school_uniform,,
knee_boots,,
knee_pads,,
knee_up,,
kneehighs,,
kneeling,,
kneepits,,
knees,,
knees_on_chest,,
knees_to_chest,,
knees_together,,
knees_together_feet_apart,,
knees_up,,
knife,,
knight,,
knight_(chess),,
kogal,,
konohagakure_symbol,,
korean_clothes,,
korean_text,,
kotatsu,,
kote,,
kotoyoro,,
kourindou_tengu_costume,,
kunai,,
kuromorimine_military_uniform,,
kuromorimine_school_uniform,,
kusazuri,,
kyuubi,,
kyuudou,,
labcoat,,
labia,,
lace,,
lace-trimmed_bra,,
lace-trimmed_dress,,
lace-trimmed_gloves,,
lace-trimmed_hairband,,
lace-trimmed_legwear,,
lace-trimmed_panties,,
lace-trimmed_skirt,,
lace-trimmed_sleeves,,
lace-up_boots,,
lace_bra,,
lace_panties,,
lace_trim,,
lactation,,
lactation_through_clothes,,
ladder,,
ladle,,
ladybug,,
laevatein,,
lake,,
lamia,,
lamp,,
lamppost,,
lance,,
landscape,,
lantern,,
lanyard,,
lap_pillow,,
laptop,,
large_areolae,,
large_bow,,
large_breasts,巨乳,
large_hat,,
large_insertion,,
large_penis,,
large_tail,,
large_wings,,
laser,,
latex,,
latex_gloves,,
latin_cross,,
laughing,,
laundry,,
laurel_crown,,
lavender_background,,
lavender_eyes,,
lavender_hair,,
layered_bikini,,
layered_clothing,,
layered_dress,,
layered_skirt,,
layered_sleeves,,
leaf,,
leaf_hair_ornament,,
leaf_on_head,,
leaf_print,,
leaf_umbrella,叶伞,
leaning,,
leaning_back,,
leaning_forward,,
leaning_on_object,,
leaning_on_person,,
leaning_to_the_side,,
leash,,
leather,,
leather_boots,,
leather_gloves,,
leather_jacket,,
left-handed,,
left-to-right_manga,,
leg_belt,,
leg_between_thighs,,
leg_cutout,,
leg_garter,,
leg_grab,,
leg_hair,,
leg_hold,,
leg_hug,,
leg_lift,,
leg_lock,,
leg_ribbon,,
leg_tattoo,,
leg_up,,
leg_warmers,,
legendary_pokemon,,
leggings,,
legs,,
legs_apart,,
legs_folded,,
legs_over_head,,
legs_together,,
legs_up,,
legwear_under_shorts,,
lemon,,
lemon_slice,,
lens_flare,,
leopard_ears,,
leopard_print,,
leopard_tail,,
leotard,体操服,
leotard_aside,,
leotard_pull,,
leotard_under_clothes,,
letter,,
letterboxed,,
letterman_jacket,,
library,,
licking,,
licking_lips,,
licking_penis,,
lifebuoy,,
lifted_by_another,,
lifted_by_self,,
lifting,,
lifting_person,,
light,,
light_areolae,,
light_blue_eyes,,
light_blue_hair,,
light_blush,,
light_brown_eyes,,
light_brown_hair,,
light_bulb,,
light_censor,,
light_frown,,
light_green_hair,,
light_particles,,
light_rays,,
light_smile,,
light_trail,,
lighter,,
lighthouse,,
lightning,,
lightning_bolt,,
lights,,
lightsaber,,
lily_(flower),,
lily_of_the_valley,,
lily_pad,,
limited_palette,,
lineart,,
lineup,,
lingerie,,
lion,,
lion_ears,,
lion_tail,,
lip_biting,,
lip_piercing,,
lips,,
lipstick,唇彩,
lipstick_mark,,
lipstick_tube,,
liquid,,
liquid_hair,,
listen!!,,
little_penis,,
living_clothes,,
lizard,,
lizard_tail,,
load_bearing_vest,,
loafers,,
lock,,
locked_arms,,
locker,,
locker_room,,
log,,
logo,,
loincloth,,
lolita_fashion,,
lolita_hairband,,
lollipop,,
long_braid,,
long_coat,,
long_dress,,
long_fingernails,,
long_hair,长发(超过肩部),
long_legs,,
long_pointy_ears,,
long_ponytail,,
long_skirt,,
long_sleeves,,
long_toenails,,
long_tongue,,
look-alike,,
looking_afar,,
looking_at_another,,
looking_at_breasts,,
looking_at_penis,,
looking_at_phone,,
looking_at_viewer,看着观众,
looking_away,,
looking_back,,
looking_down,,
looking_out_window,,
looking_to_the_side,,
looking_up,,
loose_belt,,
loose_clothes,,
loose_necktie,,
loose_socks,,
lotion,,
lotion_bottle,,
lotus,,
lounge_chair,,
loungewear,,
love_letter,,
low-tied_long_hair,,
low_ponytail,,
low_twintails,,
low_wings,,
lower_body,,
lowleg,,
lowleg_bikini,,
lowleg_panties,,
lowleg_pants,,
lube,,
luggage,,
luna_nova_school_uniform,,
lute_(instrument),,
lying,躺着,
lying_on_person,,
lyrics,,
m4_carbine,,
m1911,,
m_legs,,
macaron,,
mace,,
machine,,
machine_gun,机枪,
machinery,,
maebari,,
magatama,,
magazine,,
magazine_(weapon),,
magazine_cover,,
magic,,
magic_circle,,
magical_boy,,
